Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
IL33	2.8117017336626304e-07	1.2188148730274406e-06	2.7200867407373153e-05	4.336606252763886e-06	0.00011688822269206867	2.931203653133707e-07	6.744987786078127e-06	3.5217904951423407e-05	0.00031227574800141156	1.22789833767456e-06	3.4907350254798075e-07	6.498801781162911e-07	1.3819017397054267e-07	4.352188170742011e-06	0.0009688767604529858	1.1577808436413761e-06	0.0016501960344612598	1.8009111499850405e-06	1.3666181075677741e-05	1.7553400084580062e-06	0.0002016168728005141	9.9139572284912e-07	1.565057027619332e-05	4.27670647695777e-06	1.2433304164005676e-06	3.9794716144569975e-07	0.0002872697659768164	3.509306407067925e-05	4.369515227153897e-05	2.754490878942306e-06	4.4245796743780375e-05	1.8816469946614234e-06	1.824557642748914e-07	2.8025846177115454e-07
CCDC3	1.642590359551832e-05	3.0610655699092604e-07	1.4038583685760386e-05	3.4179715839854907e-06	9.763624984771013e-05	8.207018709072145e-07	0.000274050107691437	2.076055170618929e-05	0.00018767704023048282	2.259886741740047e-06	3.090288203111413e-07	8.260225854428427e-07	6.280031811911613e-06	7.421886948577594e-06	4.155624537816038e-06	1.3665355254488532e-05	0.00046283964184112847	8.833806077745976e-07	2.863311419787351e-05	0.00047271946095861495	0.0001303839380852878	7.282835099431395e-07	1.7367303371429443e-05	0.0007346790516749024	1.0576991371635813e-06	1.2792987718057702e-06	3.7814490497112274e-05	1.5337474906118587e-05	1.7111111446865834e-05	3.1702438718639314e-06	0.00029997824458405375	3.3218987027794356e-07	2.26625957111537e-07	1.0713862508282546e-07
PRLR	5.893604679840792e-07	6.640841121452468e-08	2.450422471156344e-06	1.4373840429016127e-07	2.599186154839117e-05	6.03799662712845e-07	3.253211980336346e-05	6.163240868772846e-06	6.600103370146826e-05	1.11317831397173e-06	2.4410229571003583e-07	1.9647373505904397e-07	1.3158405636204407e-06	2.369251205891487e-06	3.617760171437112e-07	1.3213586953497725e-06	3.921366698023121e-08	6.194952675286913e-06	0.00012438422709237784	1.0178546290262602e-05	1.1776860446843784e-05	2.6276079552189913e-06	6.920341547811404e-06	1.6667907402734272e-05	1.4520553577312967e-06	1.24455380046129e-06	7.889257176429965e-06	5.23266862728633e-06	5.629961563613506e-08	1.0710256219681469e-06	4.350193023583415e-07	2.9453807655954733e-05	1.5318948499043472e-05	0.0018104882910847664
GALNT6	0.0002501759445294738	0.0006865285104140639	6.95225244271569e-05	0.0002649569942150265	0.00012091569806216285	6.361099076457322e-05	1.021667003442417e-06	4.278494816389866e-05	0.00021894920791964978	0.00013377922005020082	4.896349855698645e-05	4.826913573197089e-05	0.0002066460729110986	3.616013782448135e-05	5.080376581645396e-07	0.000313193304464221	5.278209300740855e-06	0.0005064787692390382	3.3854288631118834e-05	2.1245521111268317e-06	7.882696877459239e-07	7.583534170407802e-05	6.774112262064591e-05	5.758838028668833e-07	0.00014849682338535786	4.3474352423800156e-05	7.4438180490687955e-06	0.00012827804312109947	9.71592839960067e-07	0.00011282056220807135	4.7022644139360636e-05	6.208334070834098e-06	0.00021712793386541307	0.0006113068666309118
IGHV3-66	4.945891163288252e-08	4.2435623015535384e-08	2.0018899249407696e-06	8.66787104314426e-08	2.2894997528055683e-05	9.6351570277875e-08	3.802052717105653e-08	4.899636678601382e-06	4.609319876180962e-05	2.3561712580999483e-08	2.846210200857513e-08	0.00036444407305680215	3.626777456133823e-08	2.481451666369594e-08	8.471037205026732e-08	3.864179376478205e-08	3.422371719352668e-08	6.299254096120421e-08	2.4944072265498107e-06	3.066428533315957e-08	5.6013334415183635e-08	1.1157830925867529e-07	4.622187134373235e-06	3.847146601287932e-08	1.2639078477150179e-06	3.49281563671866e-08	2.3436940921328642e-07	3.0024946227058535e-06	4.403625908366848e-08	8.04726198566641e-07	4.69897543098341e-08	8.03029376328368e-09	2.549778521654389e-08	2.2944350863696172e-09
RPL29	0.0011799080530181527	0.0011783512309193611	0.0009871252113953233	0.000320732913678512	0.0010096081532537937	0.0006218248163349926	0.00021421548444777727	0.0009115203865803778	0.0010152311297133565	0.003238859586417675	0.000943015213124454	0.0010974901961162686	0.001186486566439271	0.002993948059156537	0.0013945639366284013	0.0027845820877701044	0.0010445961961522698	0.0018630125559866428	0.0015083798207342625	0.0008371770964004099	0.0014480199897661805	0.001993386307731271	0.0008676892030052841	0.0008558682748116553	0.0024824724532663822	0.000561925582587719	0.0003907519276253879	0.001221103360876441	0.006372420117259026	0.0014394614845514297	0.00027549799415282905	0.002920751692727208	0.0005942314164713025	0.0013695332454517484
CTHRC1	3.451424390732427e-06	2.8860977181466296e-06	8.593027450842783e-05	3.0336427698784973e-06	0.0001212534261867404	2.7621906610875158e-06	0.0004966314299963415	7.884471415309235e-05	0.00032488998840563	5.454606366583903e-07	7.906119208200835e-06	1.1700613868015353e-05	1.75840705196606e-06	9.882482117973268e-06	1.535181036160793e-05	2.702406845855876e-06	2.856810715456959e-05	6.872114113321004e-07	3.317781738587655e-05	0.0022014272399246693	0.002073796931654215	1.6826377304823836e-06	3.656199623947032e-05	8.998710654850584e-06	5.849951207892445e-07	0.0001133416808443144	7.162340625654906e-05	2.5338467821711674e-05	0.00014085537986829877	6.723861588397995e-05	6.512323307106271e-05	4.706487379735336e-05	5.205536126595689e-07	1.385823367172634e-07
FOXA1	1.7220028780684515e-07	5.5654183483966335e-08	2.4588732685515424e-06	1.355007839265454e-07	3.1112223950913176e-05	1.344777302847433e-07	7.842648841460687e-08	1.0381655556557234e-05	6.49930807412602e-05	2.1347989331843564e-07	9.005506029780008e-08	1.0040899667274061e-07	3.541885007507517e-08	2.463285113663005e-07	3.699302908444224e-07	7.757229525395815e-08	3.604895582043355e-08	7.72062307419219e-08	0.0002779840724542737	6.115141104601207e-07	8.018630381911862e-08	1.5913785489374277e-07	6.350591320369858e-06	2.2519772358009504e-07	3.034614906027855e-07	9.450901075069851e-07	2.792176701404969e-06	6.925606612639967e-06	1.070966888505609e-07	1.2839710734624532e-06	2.1948787320980045e-07	3.2370337521570036e-06	2.3209269173207758e-08	0.0023401109501719475
KNSTRN	0.0001126157512771897	0.00010481777280801907	8.629205694887787e-06	0.0002378458739258349	9.334993228549138e-05	8.590122888563201e-05	1.96647069969913e-05	1.090041496354388e-05	0.00011461624671937898	7.052748696878552e-05	6.253316678339615e-05	0.00013033220602665097	8.031978359213099e-05	0.00010839465539902449	3.006479164469056e-05	0.00011889304732903838	3.139868567814119e-05	7.943588570924476e-05	8.879668166628107e-05	7.316210394492373e-05	4.518797868513502e-05	9.953981498256326e-05	1.1800731044786517e-05	0.00010142596147488803	5.109727499075234e-05	0.002223591785877943	1.5427416656166315e-05	5.688641977030784e-06	5.0510207074694335e-06	6.859221321064979e-05	7.782073953421786e-05	0.0001083529568859376	8.163059101207182e-05	6.711250898661092e-05
TNFRSF10A	0.00010142601240659133	7.930038555059582e-05	0.00010482145444257185	0.0008916584774851799	0.0001252372603630647	0.00010881080379476771	1.0609889613988344e-05	4.489252023631707e-05	0.0001755619450705126	0.0005643756012432277	0.00014470334281213582	3.8015783502487466e-05	0.00022538736811839044	0.0005472435150295496	2.1502501112991013e-06	0.00022708694450557232	0.00020686654897872359	0.00012046389747411013	0.0007559818914160132	2.081268758047372e-05	2.508531451894669e-06	8.52372068038676e-06	7.641781121492386e-05	6.294565082498593e-07	0.0003299461677670479	1.7206308257300407e-05	5.978610715828836e-05	2.7123673135065474e-05	7.700632704654709e-05	5.743058864027262e-05	7.500437641283497e-05	1.752555908751674e-05	5.425874041975476e-05	7.831366383470595e-05
OCIAD2	0.000676424358971417	8.684104977874085e-05	0.0004347482172306627	0.00017558623221702874	0.0003236684133298695	0.0006082826876081526	1.1039631317544263e-05	0.0001650958729442209	0.0003515996504575014	0.0009910747176036239	0.0007359233568422496	0.00022784956672694534	0.0008628361974842846	0.0008787941187620163	4.855015049542999e-06	0.001686014118604362	0.0004671611823141575	0.0005302609642967582	0.0008356855250895023	1.4920279681973625e-05	5.569962468143785e-06	0.00021606679365504533	0.0004445716040208936	2.718182486205478e-06	0.0004152884357608855	0.00016796670388430357	8.92455645953305e-05	0.0003863767778966576	0.00010541646042838693	0.00022997654741629958	0.00031314443913288414	0.0005696556763723493	9.32012244447833e-06	0.00039135708357207477
TRGC2	0.0010069063864648342	1.9071381984758773e-07	4.43505123257637e-05	2.310988202225417e-05	0.0001821826444938779	0.00016809746739454567	2.014627966673288e-07	3.053327964153141e-05	0.00023347882961388677	4.745088881463744e-05	2.2707776224706322e-05	2.650160467965179e-06	0.0008105303859338164	3.2764580737421056e-06	5.680830099663581e-07	6.019515421940014e-05	4.1164207686961163e-07	0.00011220385204069316	4.936884215567261e-05	1.0810371975367161e-07	2.3904232193672215e-07	1.3501537523552543e-06	3.242141247028485e-05	1.3472447335516335e-07	2.3949594378791517e-06	2.1578618998319143e-06	1.4342190297611523e-06	2.632514042488765e-05	2.540673449402675e-07	6.034962098055985e-06	1.0022851881785755e-07	6.079527992142175e-08	3.664109442524932e-07	1.60936068027695e-07
CH17-212P11.4	8.414659902200583e-08	4.330082248316103e-08	1.990363216464175e-06	9.518206667280538e-08	2.2460153559222817e-05	1.2992707354442246e-07	4.635436923194902e-08	4.946572062181076e-06	4.6264023694675416e-05	6.61277539393268e-08	3.739586986739596e-07	0.0013940457720309496	9.72716094338466e-08	2.6098950556274758e-08	8.202428602999134e-08	4.954359056341673e-08	3.1400990252450356e-08	1.7127780438386253e-07	6.126445441623218e-06	3.43707533545512e-08	6.01174079406519e-08	2.6613295176503016e-06	4.775005436385982e-06	5.388609736201033e-08	2.9133548196114134e-06	3.670185932946879e-08	2.119248989629341e-07	2.9591865313705057e-06	4.522596697142944e-08	7.546466918029182e-07	3.1448646353737786e-08	1.364968937878075e-08	1.8380486466185175e-08	9.53357037758451e-09
RGS19	0.0006408447516150773	0.00036876293597742915	0.00016802003665361553	0.00030015630181878805	0.0002537303662393242	0.000505251286085695	1.616623194422573e-05	0.000195249478565529	0.0002839770750142634	0.0006753481575287879	0.0003850904176943004	0.00013945777027402073	0.0007363469339907169	0.000730966217815876	7.696484317420982e-06	0.00104017264675349	0.00010853241838049144	0.0007080284412950277	0.00030155491549521685	6.850561476312578e-05	2.3779266484780237e-05	0.0007032013381831348	0.00025590197765268385	2.2286018065642565e-05	0.0013709964696317911	0.00018692886806093156	4.740017175208777e-05	0.0001392103440593928	4.799495582119562e-05	0.0003064422635361552	5.868175139767118e-05	9.814952500164509e-05	0.0007854443974792957	7.430818368447945e-05
NT5C	0.0005199455772526562	0.0004586989525705576	0.0003328802704345435	0.0012038697022944689	0.0002975796232931316	0.000553722376935184	0.0003533540293574333	0.00013919488992542028	0.0004737013950943947	0.0004511097795329988	0.0007734267273917794	0.000145671860082075	0.0007547879940830171	0.0004320212174206972	0.00045036227675154805	0.00040548245306126773	3.72436479665339e-05	0.0008915793732739985	0.0006343040731735528	0.00029869526042602956	0.0003255776537116617	0.0004105561529286206	0.00017714215209707618	0.00032599797123111784	0.0010230701882392168	0.00012066349881934002	0.00031319682602770627	0.0001837626041378826	0.00035753767588175833	0.0004492591542657465	4.36456612078473e-05	0.00021246641699690372	0.0002781390503514558	0.0004893451696261764
SDC4	2.3405787942465395e-05	1.2946370588906575e-06	9.27226119529223e-06	2.6098379748873413e-05	5.677050648955628e-05	0.00012118736049160361	8.843049727147445e-05	2.4021677745622583e-05	0.00010653169738361612	2.947375605799607e-06	0.0004733361420221627	5.311990207701456e-06	2.6355337467975914e-05	5.667700315825641e-05	0.0001355159329250455	1.200743736262666e-05	3.607705139074824e-07	7.753839781798888e-06	1.6457186575280502e-05	8.450678433291614e-05	0.0001381162292091176	3.451136581134051e-05	1.1924308637389913e-05	4.8330512072425336e-06	1.760502709657885e-05	4.989697117707692e-05	0.000243840113398619	3.8441539800260216e-05	3.1456260330742225e-05	0.0002493014617357403	2.2673382773064077e-05	0.00037380363210104406	8.530235209036618e-05	0.0010324370814487338
CAMK4	0.0005538376281037927	5.12588485435117e-07	0.00018498605641070753	0.0018591639818623662	0.00020221454906277359	0.0002227900840807706	5.007278741686605e-05	0.00024057317932602018	0.00035238335840404034	0.0012630283599719405	0.0002332824224140495	2.5704897780087776e-05	0.00043141929199919105	0.00078151113120839	9.897778909362387e-06	0.0009953764965757728	3.0416858862736262e-06	9.722044342197478e-05	0.00019181707466486841	2.590963413240388e-05	8.975770469987765e-06	1.1494540558487643e-05	7.73201827541925e-05	4.16829097957816e-05	2.185043558711186e-05	6.530449809361016e-06	4.587126568367239e-06	0.00021011945500504225	3.372478386154398e-05	6.36866461718455e-05	4.327503120293841e-06	4.963170567862107e-07	3.794372958054737e-07	9.541584233829781e-08
RPL32	0.000959486817009747	0.0012466964544728398	0.0011693063424900174	0.00032135986839421093	0.0009059066651389003	0.0006558562163263559	0.00018738229118753225	0.0009711572201922536	0.001067768200300634	0.0037630246952176094	0.0008209869265556335	0.000663621467538178	0.0011246087960898876	0.0031528978142887354	0.0013625224819406867	0.003152240766212344	0.0010263444855809212	0.001740500796586275	0.0011516122613102198	0.000698884658049792	0.0010694073280319571	0.0016630865866318345	0.0008313643047586083	0.0006325721042230725	0.0025538881309330463	0.00034233141923323274	0.0003167724353261292	0.0015253936871886253	0.0043739876709878445	0.0012993592536076903	0.00021158331946935505	0.002419161144644022	0.0005066675948910415	0.0007316063856706023
RB1	0.000218895249417983	9.343247074866667e-05	0.0008900711545720696	0.0008248024969361722	0.00032481583184562624	0.00031266832957044244	0.00026656949194148183	9.029648208525032e-05	0.00028005242347717285	0.00032637265394441783	0.00021529615332838148	9.932557441061363e-05	0.0002580661093816161	8.870299643604085e-05	0.00015784145216457546	0.0001705467002466321	0.00033298518974334	0.0003021248849108815	0.00019150201114825904	0.00019126397091895342	6.962705083424225e-05	0.00022808242647442967	4.0758812247077e-05	0.0002354399475734681	0.0007115979678928852	0.0002471928019076586	0.0008340461645275354	6.874701648484915e-05	0.00011435526539571583	0.000238834458286874	0.00041088100988417864	3.4778076951624826e-05	0.0008090156479738653	0.00021462877339217812
SKA1	1.6404702307681873e-07	5.731916274953619e-08	2.3281813810172025e-06	1.3363954565193126e-07	2.5475061192992143e-05	0.0001978278742171824	8.439624821221514e-08	6.70743338559987e-06	6.96567731210962e-05	8.454717459471794e-08	5.96846376765825e-08	9.720214393382776e-07	6.737452906691033e-08	7.264200974077539e-08	9.935342859535012e-08	1.6211828324230737e-07	8.801921325130024e-08	1.1129537824672298e-07	3.1827612474444322e-06	4.339559467325671e-08	8.306955834314067e-08	3.219615223315486e-07	6.216663678060286e-06	2.6698239707911853e-07	1.0581293707900841e-07	0.0026470946613699198	4.850933237321442e-07	3.3858157166832825e-06	5.783964951433518e-08	2.781313014565967e-06	1.5447926671185996e-07	7.323865247599315e-08	1.1204872407688526e-06	1.9604854628596513e-08
MAML1	0.00015084378537721932	0.0005454240599647164	0.00042674399446696043	0.00041723711183294654	0.00017684404156170785	0.000175471868715249	0.00030445249285548925	4.186109799775295e-05	0.000189210768439807	0.00011720335896825418	0.00018527460633777082	8.419968071393669e-05	0.00011482038098620251	8.872658509062603e-05	0.00011618884309427813	0.0005828424473293126	0.0001440314663341269	0.00012130377581343055	0.00014193147944752127	0.0002727645915001631	0.00010160193778574467	0.0001228524633916095	6.63280370645225e-05	0.00010097445192513987	0.000144173827720806	8.048749441513792e-05	0.0002518332621548325	0.00041368798702023923	0.0001622117852093652	9.999347821576521e-05	0.00021477657719515264	9.99673138721846e-05	0.00014914975326973945	0.0002744107332546264
CYGB	3.2561399621044984e-07	1.565517436574737e-06	9.362676792079583e-06	1.323564106314734e-06	9.508689254289493e-05	4.385119041216967e-07	0.00012762617552652955	0.0450105257332325	0.00020161170687060803	5.933537181590509e-07	9.237653131322077e-08	5.691919682249136e-07	2.249929593745037e-07	2.773388416699163e-07	0.0011727823875844479	5.749970455326547e-07	0.0002674244169611484	8.726598935027141e-06	9.532173862680793e-06	0.00016753701493144035	0.0002576613624114543	9.424458085049991e-07	2.6706586140790023e-05	0.001729531679302454	5.101565875520464e-06	1.7710083284327993e-06	0.00012205590610392392	2.720119482546579e-05	0.00018660738714970648	4.072323008585954e-06	2.768118429230526e-05	4.2332990233262535e-06	2.2120461835584138e-06	3.4874184962063737e-07
SLC45A3	1.1644132058563628e-07	0.004998434334993362	2.7982348456134787e-06	2.2830161583442532e-07	3.409364944673143e-05	1.2439343777259637e-07	3.384562205610564e-06	7.382510375464335e-06	0.00013507033872883767	7.919533828726344e-08	4.383835161547722e-08	1.5388221186185547e-07	4.901727379547083e-08	3.933477898954152e-08	2.9300019832589896e-06	6.569986510385206e-08	1.7305308574577793e-05	1.417805748360479e-07	5.552839866140857e-06	3.0460587367997505e-05	1.324874483543681e-05	1.9741231938041892e-07	7.2759594331728294e-06	3.606729660532437e-05	3.423694215598516e-05	2.980531235152739e-07	0.0004823224153369665	5.360380782803986e-06	5.36578056653525e-07	8.386356967093889e-06	1.5952939065755345e-05	1.3062968946542242e-06	1.92500574485166e-05	9.362002515445056e-07
