Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
FRMD4B	2.3804865122656338e-05	0.00040252815233543515	2.690560449991608e-06	1.0271885003021453e-05	1.2565335964609403e-05	4.049868493893882e-06	1.064057755684189e-06	0.0001265159371541813	0.0014146113535389304	1.119538865168579e-05	6.640374067501398e-06	0.00036957659176550806	3.436953920754604e-05	0.00023603356385137886	0.00018023424490820616	0.0001332553511019796	0.0002892808406613767	0.0006929170340299606	5.10146637680009e-05	3.4373460948700085e-05	4.321802407503128e-05	0.0006444695172831416	0.0001716396218398586	3.3440337574575096e-05	0.00022918368631508201	0.0008857332286424935	0.000577759463340044
FRMD6	4.727313353214413e-05	0.00013213162310421467	1.7306447261944413e-05	5.479741230374202e-05	6.193720764713362e-05	6.551542810484534e-06	9.712332939670887e-06	6.558082532137632e-05	0.0003932234540116042	0.0009400721173733473	0.0012348780874162912	2.2980981157161295e-05	4.7928635467542335e-05	0.0017326055094599724	1.1095637091784738e-05	0.0001242742728209123	2.4830217171256663e-06	7.980804366525263e-05	0.0001301674055866897	3.0877345125190914e-05	0.0003766797890421003	9.724111441755667e-05	4.0943627936940175e-06	3.979771281592548e-05	8.124316082103178e-06	5.835577212565113e-06	4.138772055739537e-05
FRY	1.6646192307234742e-05	0.00017682286852505058	5.2917207540303934e-06	1.1124430784548167e-05	6.465161732194247e-06	3.991002813563682e-05	1.773389521986246e-05	4.5591477828565985e-05	6.364718137774616e-05	0.00014328960969578475	0.0004323346365708858	3.8546245377801824e-06	0.0008499424438923597	0.00019407224317546934	1.4645964256487787e-05	3.594856025301851e-05	2.5997818738687783e-05	0.0007539134821854532	0.00011351535795256495	1.2293542567931581e-05	3.855016075249296e-06	0.0004816476721316576	0.0001497920893598348	1.4507528248941526e-05	5.208852235227823e-05	3.4326214517932385e-05	8.255082502728328e-05
FRZB	6.171951099531725e-05	1.3330792398846825e-06	2.3139284166973084e-05	0.00011082561104558408	3.348355312482454e-05	4.946308308717562e-06	8.682447969476925e-07	8.845953561831266e-05	4.187731974525377e-05	0.0012509514344856143	0.0005999618442729115	3.3378583452758903e-07	0.0016002744669094682	0.000289117539068684	2.612507330468361e-07	1.5257330687745707e-07	1.6000043387975893e-06	3.1898546239972347e-06	1.5178853573161177e-05	1.0455341907800175e-05	0.0016657978994771838	1.0558140274952166e-05	2.2090666789154056e-06	1.848255010372668e-06	5.152455742063466e-07	1.4175923013226566e-07	1.2969528597750468e-06
FSCN1	3.8787704397691414e-05	1.491949205956189e-05	3.033346047232044e-06	3.016085975104943e-05	0.00028470775578171015	1.6136389604071155e-05	6.231719908100786e-06	4.756220005219802e-05	1.6051639249781147e-05	0.00012305035488680005	0.0005101815331727266	6.086152097850572e-06	4.611842086887918e-06	0.00010361139720771462	5.611651886283653e-06	3.949833171645878e-07	0.0030746860429644585	0.0010729891946539283	0.00021844153525307775	2.528671575419139e-05	0.00010875802399823442	0.0005215919809415936	6.324101832433371e-06	8.073730714386329e-05	6.61717285765917e-06	0.0002229084202554077	0.0008472873014397919
FSIP1	2.964725354104303e-06	5.5843585869297385e-05	1.646595677584628e-07	2.6182424335274845e-06	5.5139876167231705e-06	2.8722874048980884e-05	2.319235591130564e-06	1.147500461229356e-05	1.2289855249036918e-06	8.337286089954432e-06	2.3018853880785173e-06	6.487735845439602e-06	9.124348252953496e-06	0.0001842029596446082	1.0446547094034031e-05	0.002319163642823696	2.369791616274597e-07	4.512929081101902e-06	2.0520265024970286e-05	6.608548233089095e-07	1.3100202522764448e-07	9.296963412452897e-07	0.00018873144290409982	0.0004990633460693061	1.1858442121592816e-05	2.564658529990993e-07	4.0410256474388007e-07
FST	1.9105618775938638e-05	4.840548513129761e-07	9.593063623469789e-07	7.428584922308801e-06	1.2123731494284584e-06	2.061797204078175e-06	3.4563578310553567e-07	2.4038961782935075e-05	4.0208610698755365e-06	8.820970833767205e-05	0.0010938706109300256	1.8712157157096954e-07	6.148975808173418e-05	0.0002988939522765577	1.127446651594255e-07	1.4875661236146698e-07	5.803811973237316e-07	9.978735988624976e-07	1.6951693169175996e-06	1.2838297607231652e-06	0.0001599935203557834	6.625779747082561e-07	3.4623610645212466e-07	6.689416522931424e-07	6.958278930824235e-08	1.068298388418043e-06	3.68317358834247e-07
FSTL1	5.2629504352808e-05	8.572638762416318e-06	4.050587449455634e-06	7.938041380839422e-05	1.8584081772132777e-05	1.0584918527456466e-05	4.1433359001530334e-06	0.0003773770004045218	5.484810026246123e-05	0.0019648761954158545	0.002019485691562295	3.0054957278480288e-06	0.00021717553318012506	0.0007931755390018225	3.513551064315834e-06	1.914343783937511e-06	4.36337086284766e-06	0.00041668940684758127	9.063658944796771e-05	1.4735860531800427e-05	0.0004371041140984744	0.0003170941199641675	2.8301894872129196e-06	9.536975994706154e-06	2.6959962724504294e-06	9.370039038003597e-07	5.915167548664613e-06
FTH1	0.00014814863970968872	0.00010856566950678825	0.00016471811977680773	0.00019971092115156353	0.0022762103471904993	0.0004508363490458578	0.00036793429171666503	0.0002619805745780468	0.0003269270819146186	0.00035950931487604976	0.0005201963358558714	0.000266534392721951	0.00020631049119401723	0.00019676753436215222	0.0002717848983593285	0.0009001033031381667	0.00043860269943252206	6.128216773504391e-05	0.0003469267685431987	0.00017386949912179261	0.0008012871840037405	0.00010552806634223089	0.0013350470690056682	0.0012097408762201667	0.00041494815377518535	0.0020047782454639673	0.000267836352577433
FTL	0.00021449581254273653	6.0417867643991485e-05	0.0003126380906905979	0.00021760763775091618	0.0005087853060103953	0.0002792017185129225	0.00017479048983659595	0.000184127755346708	0.00012031308142468333	0.0001525812258478254	0.00027485445025376976	9.302428225055337e-05	6.474272959167138e-05	0.00011824992543552071	0.0001615478831809014	8.045508002396673e-05	0.00014912353071849793	3.6630524846259505e-05	0.0002149532811017707	0.00025534784072078764	0.0005905072903260589	0.0001262094301637262	0.0003147261741105467	0.00019503150542732328	0.0001944520918186754	0.002396640367805958	3.260282028350048e-05
FUCA2	0.0002826293930411339	0.0002542847360018641	0.0009862976148724556	0.0004978256765753031	0.00012313801562413573	0.00016097498883027583	9.092534310184419e-05	0.0002311388961970806	0.00024701005895622075	0.0006590106058865786	0.0003703335241880268	0.00022283477301243693	0.0003015686816070229	0.0006816127570345998	0.0001907129044411704	0.00013860258331988007	7.60909533710219e-05	0.0003337214875500649	8.3834798715543e-05	0.0008247530204243958	0.0005865268176421523	0.0003996389568783343	0.0008366015390492976	0.00018493938841857016	0.00014905858552083373	0.0007926303660497069	0.0004240575653966516
FUOM	0.00027055147802457213	0.00023485672136303037	0.0006168078980408609	0.0005085481679998338	0.0001385854120599106	0.0005661852774210274	0.00044464474194683135	0.0002798775094561279	0.0004455542948562652	0.000172659449162893	0.00012677132326643914	0.0005253194831311703	4.403637649375014e-05	0.00011757048196159303	0.000497625267598778	3.995502538600704e-06	0.0006237873458303511	1.9232909835409373e-05	0.0004229558981023729	0.0002811879385262728	0.00023783018696121871	6.612688594032079e-05	0.00046593660954385996	3.775991717702709e-05	0.00027926970506086946	0.0006794024375267327	0.0007938791532069445
FUS	0.0004014595178887248	0.005096287000924349	0.00013022756320424378	0.00020173304073978215	0.00020259800658095628	0.0006981444894336164	0.0010713167721405625	0.00046842655865475535	0.0011822133092209697	0.0004317098355386406	0.000431425723945722	0.0007194397621788085	0.00042617192957550287	0.0014224464539438486	0.0009386450401507318	0.0008290312835015357	0.0005331283900886774	0.00041888339910656214	0.0004010463017039001	0.00015057020937092602	0.0004160160315223038	0.0006197672919370234	0.00033842932316474617	0.0003055376873817295	0.0013838005252182484	0.000289682560833171	0.0005961637943983078
FXYD1	6.960643804632127e-05	9.811021300265566e-05	1.0419699719932396e-05	3.4203414543299004e-05	2.1438276235130616e-05	0.00019107028492726386	7.594600901938975e-05	7.961752999108285e-05	6.613403820665553e-05	0.0007294000242836773	1.5876708857831545e-05	2.529787343519274e-05	0.0008124089799821377	0.000784394214861095	6.911387026775628e-05	1.4616747648688033e-05	1.1447253200458363e-05	1.0907676369242836e-05	0.00012252294982317835	1.2255854926479515e-05	0.003968499135226011	5.531676652026363e-05	0.0003226861299481243	1.1029022971342783e-05	0.00032984523568302393	3.1637700885767117e-06	8.810009603621438e-06
FXYD3	3.837482381641166e-06	2.1679986730305245e-06	1.046282932293252e-06	3.928471414837986e-06	0.0008678807644173503	4.562385242934397e-07	2.6430793695908505e-06	1.7211796148330905e-05	8.975426680990495e-06	6.2941758187662344e-06	1.1915011555174715e-06	1.7261221728404053e-05	2.0758450602897938e-07	6.92675675963983e-05	8.974607226264197e-06	0.0013207901502028108	6.541305310747703e-07	7.706879614488571e-07	3.732838422365603e-06	1.5549953786830883e-06	2.3468244307878194e-06	9.270006557926536e-07	7.512765165529345e-08	0.0019641807302832603	4.326751877670176e-06	3.1272093110601418e-06	4.2306678551540244e-06
FXYD6	3.8511017919518054e-05	1.1466518117231317e-05	2.4067196591204265e-06	1.587083170306869e-05	0.00034969887929037213	3.862453922920395e-06	1.3362862318899715e-06	0.0001173569617094472	0.00010598255175864324	0.0009358706302009523	0.00042931034113280475	2.712197783694137e-06	0.0008175225812010467	0.0005648917867802083	3.013527702933061e-06	4.806902893506049e-07	5.34053506271448e-05	0.0006141981575638056	0.00047724921023473144	1.224177594849607e-05	0.0010184712009504437	0.0012764954008162022	6.554989795404254e-07	6.33158560958691e-05	5.665627895723446e-07	0.00018151824770029634	4.745566911878996e-06
FZD1	0.00015385505685117096	8.60161890159361e-06	3.227996558052837e-06	2.520550879125949e-05	8.645531488582492e-05	2.4741390006965958e-05	5.327814051270252e-06	8.14778104540892e-05	9.166351810563356e-05	0.0002060536207864061	0.001424113055691123	3.966026270063594e-06	3.630810169852339e-05	0.000512725964654237	3.2043387818703195e-06	9.097701695282012e-05	4.892554898106027e-06	3.164089866913855e-05	8.44455644255504e-06	5.16700083608157e-06	9.987533849198371e-05	4.265465759090148e-05	0.0003927889047190547	6.9585265009664e-05	7.020881866992568e-07	0.00013419937749858946	0.00012440343562047929
FZD4	4.6222256059991196e-05	1.42426199545298e-06	2.0394104467413854e-06	3.1207655410980806e-05	6.431472229451174e-06	3.636024302977603e-06	7.42896816063876e-07	4.600437750923447e-05	5.422580215963535e-06	0.00048067158786579967	7.647433085367084e-05	1.026353515953815e-06	0.0004222268471494317	0.0006508044898509979	7.119560336832365e-07	3.6563527828548104e-05	2.1010821456002304e-06	0.0018915128894150257	0.00045452831545844674	2.464280441927258e-05	0.0002646342327352613	0.0005143256857991219	8.846143373375526e-07	9.725213203637395e-06	1.5621880038452218e-06	3.5839647694047017e-07	8.790584615780972e-06
FZD6	0.0002222251787316054	0.0002642828621901572	0.00013612909242510796	4.71212733827997e-05	9.795846563065425e-05	6.0975420637987554e-05	3.7549347325693816e-05	5.841488018631935e-05	0.00015603404608555138	1.532946407678537e-05	0.00029348413227126	0.0001853788417065516	2.653398405527696e-05	0.00015488370263483375	6.973072595428675e-05	2.5796143745537847e-05	1.0794470881592133e-06	0.0006299215601757169	8.299010369228199e-05	0.00023773169959895313	5.470106771099381e-06	9.551667608320713e-05	4.736723724363401e-07	0.00022941194765735418	7.601921242894605e-05	2.4389169084315654e-06	2.877313363569556e-06
G0S2	6.5827430262288544e-06	1.1183752803844982e-06	0.000277431943686679	6.416154064936563e-05	8.016712854441721e-06	1.8496612028684467e-05	2.244969437015243e-07	2.193008185713552e-05	1.7800649629862164e-06	8.574546518502757e-05	2.6464542770554544e-06	2.396846321062185e-05	0.00022560973593499511	1.3062441212241538e-05	4.782893483934458e-06	8.67982308250248e-08	7.91976901837188e-07	2.018198028963525e-05	3.526878572301939e-05	7.520896178903058e-05	2.347307963646017e-05	5.652906475006603e-05	2.150364343833644e-05	6.188196039147442e-06	9.273510841012467e-06	0.0008982280851341784	0.00012591581617016345
GAA	6.0371654399205e-05	0.0005126080941408873	0.0002370090805925429	0.00010387584916315973	0.0001500652579125017	0.00011561290011741221	7.973930041771382e-05	7.587254367535934e-05	0.0001236662792507559	0.0002927089808508754	0.0005485747824423015	0.00011742645438062027	0.00015807696036063135	0.0008084762957878411	0.00018241330690216273	0.00015889811038505286	6.32577866781503e-05	0.000194810054381378	0.00015948983491398394	0.0001650565245654434	0.00010038126492872834	0.0004182862467132509	7.876518793636933e-05	0.0002658474841155112	0.00013953325105831027	0.0010314255487173796	0.0001719872816465795
GABARAP	0.0009139971225522459	0.00016454842989332974	0.0012360797263681889	0.0008823586977086961	0.002897967817261815	0.0017421540105715394	0.0010074941674247384	0.0008841876406222582	0.000793436192907393	0.0005583948804996908	0.0007403454510495067	0.001196268480271101	0.0005857697105966508	0.00042085445602424443	0.0012213920708745718	0.0015607989626005292	0.0019886984955519438	0.00039655022555962205	0.00060513976495713	0.0009822946740314364	0.0026414378080517054	0.0002798528876155615	0.001153439050540328	0.0008415092015638947	0.0011319636832922697	0.001725334906950593	0.002244363073259592
GABRD	1.0396149264124688e-05	2.707612054564379e-07	9.00204952358763e-07	6.123757884779479e-06	1.1693700798787177e-06	6.040829134690284e-07	1.2746686195441725e-07	1.74218639585888e-05	4.193623226456111e-06	5.5056083510862663e-05	2.4675673557794653e-06	3.4421000805195945e-07	0.0008738017058931291	4.159647687629331e-06	1.7200059687638714e-07	9.309089499254242e-09	6.475183909060434e-07	0.0004879228363279253	5.170024905964965e-06	2.4839371235430008e-06	8.982996746453864e-07	0.01635945402085781	1.594272873717273e-07	2.5919311156030744e-05	9.779045484492599e-08	4.36889031618648e-08	5.01143631481682e-07
GABRP	3.118822633041418e-06	1.4695679340093193e-07	1.3985910300107207e-05	2.7310847144690342e-05	0.0003744033456314355	2.2106746655481402e-07	1.0953999662888236e-06	1.0256189852952957e-05	1.192410422845569e-06	2.843753691195161e-06	2.043906555115882e-08	6.82692916598171e-06	6.097751281686214e-08	9.721990863909014e-06	3.4310305636608973e-06	5.1530005293898284e-05	7.82155530032469e-06	3.1186839350993978e-06	1.3691446838492993e-06	7.751170051051304e-05	5.662275839313224e-07	4.121380356991722e-07	8.158683044712234e-07	0.00023756959126330912	2.527879701119673e-07	2.2133413040137384e-06	1.7324857992662146e-07
GAL3ST4	1.294481353397714e-05	5.21972708611429e-07	7.549938345619012e-07	5.469398729474051e-06	1.7161364667117596e-06	1.5087013025549822e-06	6.636145144511829e-07	3.2072279282147065e-05	1.0962930900859646e-05	0.0002449320745654404	0.00026871979935094714	3.3388125757483067e-06	0.0001325765624642372	0.00010782917524920776	9.13908195343538e-07	8.836962024361128e-07	3.9452668715966865e-05	7.092805390129797e-06	3.2578975606156746e-06	3.1452761959371855e-06	0.00022460440231952816	0.00011929224274354056	6.35785738722916e-07	6.675451913906727e-06	4.114345574635081e-05	0.001759020029567182	1.9027953612749116e-06
GALC	6.914059486007318e-05	0.001440757536329329	4.3297462980262935e-05	7.882454519858584e-05	6.741251854691654e-05	0.00014924259448889643	5.873001282452606e-05	0.00011919616372324526	0.00016194269119296223	0.0001659737026784569	0.00013184068666305393	7.392426050500944e-05	0.00019553564197849482	0.00047085658297874033	0.00016634656640235335	0.0001637439854675904	0.00014756835298612714	0.00012236089969519526	0.00010819746239576489	0.00013567236601375043	0.0001239224075106904	9.959015005733818e-05	0.001332288607954979	3.055659180972725e-05	0.00022138239000923932	0.00027826387668028474	6.507019861601293e-05
GALM	0.00010773089888971299	0.000281678483588621	5.096882887301035e-05	4.555062696454115e-05	2.940080958069302e-05	1.0386176654719748e-05	2.5031156837940216e-05	0.0002169192157452926	0.00015004789747763425	4.566338611766696e-05	6.412078801076859e-05	0.001033314736559987	4.7482641093665734e-05	8.49845600896515e-05	0.0006447972264140844	7.152301986934617e-05	4.586587238009088e-06	4.3800526327686384e-05	0.0002344581880606711	3.632087100413628e-05	0.00018275943875778466	3.798961915890686e-05	1.7337437384412624e-05	1.8631968487170525e-05	0.0005696481093764305	0.00031361758010461926	3.975771687692031e-05
GALNT1	0.0001274684036616236	0.00014574873785022646	0.00010838584421435371	5.613912071567029e-05	6.022760135238059e-05	0.00010664472938515246	6.695380579913035e-05	0.00015056008123792708	0.00016954189050011337	0.0001632037601666525	0.0016457620076835155	0.0002551201905589551	5.680528192897327e-05	0.00011239133891649544	0.00028718318208120763	0.0001522098173154518	7.453408761648461e-05	0.0002241673064418137	0.00010050278069684282	7.427464151987806e-05	9.25061758607626e-05	0.00025602642563171685	3.872546585625969e-05	3.229140565963462e-05	8.60096697579138e-05	0.00018969265511259437	6.179192860145122e-05
GALNT16	1.3770447367278393e-05	3.844156992727221e-07	9.07081994228065e-06	2.9863456802559085e-05	9.68338099482935e-06	8.136018436744052e-07	2.1907266045673168e-07	3.453418321441859e-05	2.947630036942428e-06	0.0005885256687179208	1.563150931360724e-06	1.2247495817518939e-07	0.0009448519558645785	0.0005787488189525902	8.688014929703058e-08	1.665667150518857e-05	9.855115195023245e-07	5.081315634924977e-07	4.167523002251983e-06	4.199238901492208e-06	0.0025862830225378275	5.05896014146856e-06	1.6516052028237027e-06	2.632327323226491e-06	1.0293567243024881e-07	7.029969850691486e-08	5.167462973076908e-07
